ID,ACADEMYNAME,STATECODE,AGENCYCLETATYPE,ENTITY,ENTITY_OTHER,BASIC,POST,CALEA,ASSOCIATE,BACHELOR,CREDIT,TRAIN_INSERV,TRAIN_SPECIAL,TRAIN_FIRST,TRAIN_FIELD,TRAIN_LATERAL,TRAIN_PRE,TRAIN_NIGHT,TRAIN_RESERVE,POS_LOCAL,POS_SHER,POS_CAMP,POS_CORR,POS_RANGER,POS_SRO,POS_HWY,POS_AUX,POS_PRE,POS_NAT,POS_ARSON,POS_CONSTABLE,POS_TRANSPORT,POS_TRIBE,POS_MAR,RNO_SELF,RNO_LOCAL,RNO_SHER,RNO_STATE,RNO_SPECIAL,RNO_TOTAL,BASIC_LGTH,BASIC_TYPE,BASIC_TYPE_OTHER,FIELD_MAN,OVERSEE,FIELD_LGTH,FIELD_TYPE,FIELD_TYPE_OTHER,FAMILIES,PRESENT,FT_SWORN,PT_SWORN,FT_ONDUT,PT_ONDUT,FT_OFFDUT,PT_OFFDUT,FT_RET,PT_RET,FT_CIV,PT_CIV,FT_CIV_TEMP,PT_CIV_TEMP,FT_TOTAL,PT_TOTAL,MIN_ED,MIN_EXP,REQ_POST,REQ_ACAD,REQ_SME,REQ_CERT,REQ_CERT_OTHER,EVAL_POST,EVAL_SUPE,EVAL_PEER,EVAL_STUD,REFRESHER,CONT_JOB,CONT_POST,CONT_SME,CONT_LE,CONT_ACAD,CLAB_1,CLAB_2,NO_CLAB,TAB_1,TAB_2,NO_TAB,INT_1,INT_2,NO_INT,MEDIA_1,MEDIA_2,NO_MEDIA,MOBILE_1,MOBILE_2,NO_MOBILE,LIB_1,LIB_2,NO_LIB,SUBSC_1,SUBSC_2,NO_SUBSC,VIDEO_1,VIDEO_2,NO_VIDEO,DEF_1,DEF_2,NO_DEF,SIMU_1,SIMU_2,NO_SIMU,IN_FIRE_1,IN_FIRE_2,NO_IN_FIRE,OUT_FIRE_1,OUT_FIRE_2,NO_OUT_FIRE,SCENARIO_1,SCENARIO_2,NO_SCENARIO,FITNESS_1,FITNESS_2,NO_FITNESS,OBSTACLE_1,OBSTACLE_2,NO_OBSTACLE,SWIM_1,SWIM_2,NO_SWIM,DRIVE_SIM_1,DRIVE_SIM_2,NO_DRIVE_SIM,DRIVE_TRACK_1,DRIVE_TRACK_2,NO_DRIVE_TRACK,DORM_1,DORM_2,NO_DORM,OPBUDGET,OPBUDGET_EST,EBUDGET,EBUDGET_EST,MALE_START,MALE_COMP,FEM_START,FEM_COMP,SEX_START_TOTAL,SEX_COMP_TOTAL,WHITE_START,WHITE_COMP,BLK_START,BLK_COMP,HISP_START,HISP_COMP,AMI_START,AMI_COMP,ASIAN_START,ASIAN_COMP,HAPI_START,HAPI_COMP,TWO_START,TWO_COMP,DK_START,DK_COMP,ETH_START_TOTAL,ETH_COMP_TOTAL,ALL_COMPLETED,FAIL_INJ_M,FAIL_INJ_F,FAIL_FIRE_M,FAIL_FIRE_F,FAIL_DRIVE_M,FAIL_DRIVE_F,FAIL_OTHER_M,FAIL_OTHER_F,FAIL_PHYS_M,FAIL_PHYS_F,FAIL_ACAD_M,FAIL_ACAD_F,FAIL_DISC_M,FAIL_DISC_F,FAIL_VOL_M,FAIL_VOL_F,FAIL_WITH_M,FAIL_WITH_F,FAIL_ORNC_M,FAIL_ORNC_F,FAIL_DK_M,FAIL_DK_F,FAIL_TOTAL_M,FAIL_TOTAL_F,BEHAVE,COUNSEL,DEMERIT,EXTRA,PRIV,GRADE,PHYS,PROB,TERM,VERBAL,WRITTEN,ENVIRONMENT,CPR_YN,CPR,CPR_EST,COMP_YN,COMP,COMP_EST,EMV_YN,EMV,EMV_EST,EVID_YN,EVID,EVID_EST,INTEL_YN,INTEL,INTEL_EST,INTERO_YN,INTERO,INTERO_EST,INV_YN,INV,INV_EST,PAT_YN,PAT,PAT_EST,RAD_YN,RAD,RAD_EST,REP_YN,REP,REP_EST,TRAF_YN,TRAF,TRAF_EST,JUDO_YN,JUDO,JUDO_EST,DEF_TAC_YN,DEF_TAC,DEF_TAC_EST,FIRE_SKILL_YN,FIRE_SKILL,FIRE_SKILL_EST,NONL_YN,NONL,NONL_EST,CRIM_YN,CRIM,CRIM_EST,JJL_YN,JJL,JJL_EST,TRAF_LAW_YN,TRAF_LAW,TRAF_LAW_EST,STUDY_YN,STUDY,STUDY_EST,COM_PART_YN,COM_PART,COM_PART_EST,CULT_YN,CULT,CULT_EST,MEDI_YN,MEDI,MEDI_EST,PROB_SOLV_YN,PROB_SOLV,PROB_SOLV_EST,MAP_YN,MAP,MAP_EST,LANG_YN,LANG,LANG_EST,COMM_YN,COMM,COMM_EST,ETHIC_YN,ETHIC,ETHIC_EST,HEALTH_YN,HEALTH,HEALTH_EST,PROF_YN,PROF,PROF_EST,STRESS_YN,STRESS,STRESS_EST,CLAN_YN,CLAN,CLAN_EST,CHILD_YN,CHILD,CHILD_EST,CYBER_YN,CYBER,CYBER_EST,DOMV_YN,DOMV,DOMV_EST,DUI_YN,DUI,DUI_EST,ELDER_YN,ELDER,ELDER_EST,EMR_YN,EMR,EMR_EST,GANG_YN,GANG,GANG_EST,HATE_YN,HATE,HATE_EST,HTRAF_YN,HTRAF,HTRAF_EST,MENTAL_YN,MENTAL,MENTAL_EST,OPIOID_YN,OPIOID,OPIOID_EST,ACSH_YN,ACSH,ACSH_EST,SASS_YN,SASS,SASS_EST,SHAR_YN,SHAR,SHAR_EST,TERROR_YN,TERROR,TERROR_EST,VICTIM_YN,VICTIM,VICTIM_EST,REAL_ARREST,REAL_FIRE,REAL_LIVEF,REAL_NONL,REAL_SD,REAL_THR,REAL_FORCE,REAL_VERBAL,REV,SAP,SG,MAN,SAR,FAR,BAT,BLUNT,CHEM,CED,EXPL,FLASH,KNI,OC,WEAPON_OTHER,WEAPON_OTHER_SPEC,FTS,NIGHT,NONL_FIRE,SIMSTRESS,ODW,CLOSEDHAND,FBDY,HOLD,KNIFE_TECH,LEG,OPENHAND,PPC,CUFF,TKDN,VCP,WEAP_RET,TECH_OTHER,TECH_OTHER_SPECIFY,XSFORCE,SUBMIT,SUBMISSIONMODE,INELIG,REFUSAL,INELIG_REASON_1,INELIG_REASON_2,INELIG_REASON_3,INELIG_REASON_4,INELIG_REASON_5,INELIG_REASON_6,COMPLETE,ORIGSAMPTYPE,RESPONDENTID,Q25TOTSTART,R_MALE_START,R_MALE_COMP,R_FEM_START,R_FEM_COMP,R_SEX_START_TOTAL,R_SEX_COMP_TOTAL,R_WHITE_START,R_WHITE_COMP,R_BLK_START,R_BLK_COMP,R_HISP_START,R_HISP_COMP,R_AMI_START,R_AMI_COMP,R_ASIAN_START,R_ASIAN_COMP,R_HAPI_START,R_HAPI_COMP,R_TWO_START,R_TWO_COMP,R_DK_START,R_DK_COMP,R_ETH_START_TOTAL,R_ETH_COMP_TOTAL,R_SEX_START_TOTAL_FLAG,FINAL_WEIGHT
253,FREDERICK POLICE DEPARTMENT,MD,5,3, ,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,6,2,0,0,8,29,2, ,1,1,10,2, ,1,1,5,25,0,0,0,0,0,0,0,0,0,0,5,25,5,0,1,1,1,1,Additional certifications required for firearms/EVOC/LEEMC/DT,1,1,2,1,2,-8,-8,-8,-8,-8,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,900000,1,47,27,10,5,57,32,48,28,7,4,1,0,0,0,0,0,0,0,1,0,0,0,57,32,0,0,0,0,0,2,0,1,0,2,2,0,0,0,1,13,2,2,0,0,0,0,0,20,5,1,1,2,1,1,2,1,2,1,1,1,3,1,32,1,1,24,1,1,56,0,1,26,0,1,10,1,1,8,0,1,10,1,1,6,1,1,8,0,1,32,0,1,32, ,1,20,0,1,62,1,1,120,0,1,20,0,1,85,1,1,8,0,1,8,1,1,2,0,1,8,1,1,12,1,1,4,0,1,6,1,1,1,0,2,-8,-8,1,4,0,1,6,0,1,30,1,1,2,0,1,8,1,1,1,1,1,2,0,1,2,0,1,12,0,1,24,0,1,1,0,1,4,0,1,4,0,1,2,0,1,2,0,1,60,1,1,4,0,1,70,1,1,2,0,1,4,0,1,10,1,1,6,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2, ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2, ,2,1,1,0,0, , , , , , ,1,5,284,35,47,27,10,5,57,32,48,28,7,4,1,0,0,0,0,0,0,0,1,0,0,0,57,32,0,1.082644628
120,EASTERN FLORIDA STATE COLLEGE,FL,6,6, ,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2, ,4,1,0,0,5,770,1, ,1,2,-8,-8, ,2,-8, ,0, ,0, ,38, ,12, ,0, ,0, ,50,5,2, , , , ,FDLE CERTIFICATION,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,50702,1,32000,1,64,61,14,14,78,75,56,54,15,14,6,6,0,0,0,0,0,0,0,0,1,1,78,75, ,1, ,0, ,0, ,0, ,0, ,2, ,0, ,1, ,0, ,0, ,0, ,4, ,1,1,1,1,1,2,1,2,1,1,2,1,1,40, ,2,-8,-8,1,48, ,1,14,1,1,10,1,1,33,1,1,50, ,1,35, ,2,-8,-8,1,33,1,1,32, ,1,6,1,1,80, ,1,80, ,1,4,1,1,40,1,1,10,1,1,30,1,2,-8,-8,1,20,1,1,20,1,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,40, ,1,5,1,1,60, ,1,5,1,1,4,1,1,4,1,1,8,1,1,4,1,1,10,1,1,24, ,1,3,1,1,4, ,1,3,1,1,3,1,1,3,1,1,4,1,1,2,1,1,4,1,1,6,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1, , ,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1, , ,2,1,2,0,0, , , , , , ,1,7,126, ,64,61,14,14,78,75,56,54,15,14,6,6,0,0,0,0,0,0,0,0,1,1,78,75,0,1.19047619
638,GRAND PRAIRIE POLICE DEPARTMENT,TX,5,3, ,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,780,1, ,1,2,-8,-8, ,1,1,4,10,0,2,0,5,0,0,1,2,0,1,5,20,5,2,1,2,2,1,TCOLE Basic Instructor Certificate,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,10000,1,10000,1,7,7,1,1,8,8,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,8,8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,2,1,2,1,2,2,2,2,2,1,24,0,1,24,0,1,40,0,1,16,0,1,8,0,1,8,0,1,40,0,1,40,0,1,8,0,1,24,0,1,24, ,1,30,1,1,80,1,1,80,1,1,24,1,1,120,1,1,36,1,1,80,1,2,-8,-8,1,40,1,1,24,1,1,40,1,1,40,1,1,8,1,1,20,0,1,20,0,1,8,1,1,40,1,1,24,1,1,24,1,1,4,0,1,20,0,1,8,0,1,24,0,1,24,0,1,8,0,1,8,0,1,4,0,1,8,0,1,8,0,1,40, ,1,36,0,1,36,0,1,8,0,1,4,0,1,4,0,1,8,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2, ,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,5,694,22,7,7,1,1,8,8,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,8,8,0,1.082644628
762,WAUKESHA COUNTY TECHNICAL COLLEGE,WI,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0, , , , , , ,0,8,830,144, , , , , , , , , , , , , , , , , , , , , , , , , ,0
467,ELMIRA REGIONAL PUBLIC SAFETY TRAINING CENTER,NY,5,3, ,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8, ,1,1,0,1,0,0,0,0,0, ,5,514,44,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,0
496,APOLLO CAREER CENTER,OH,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0, , , , , , ,0,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
125,FLORIDA PANHANDLE TECHNICAL COLLEGE,FL,8,8, ,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,0,5,5,2,2,14,770,1, ,2,2,-8,-8, ,2,-8,3,15,0,0,0,12,0,1,0,1,0,1,3,30,5,6,1,1,1,1,High Liability Topics Certification,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,175000,1,65000,1,51,46,44,41,95,87,52,47,42,39,1,1,0,0,0,0,0,0,0,0,0,0,95,87,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5,3,1,1,2,2,1,2,2,1,1,1,1,2,1,40,0,1,16,0,1,48,0,1,8,0,1,24,0,1,24,0,1,24,0,1,32,0,2,-8,-8,1,56,0,1,32, ,1,12,0,1,80,0,1,80,0,1,16,0,1,8,0,1,8,0,1,12,0,1,4,0,1,4,0,1,8,0,1,4,0,1,4,0,1,4,0,2,-8,-8,1,24,0,1,16,0,1,60,0,1,8,0,1,8,0,1,8,0,1,8,0,1,4,0,1,16,0,1,24,0,1,8,0,1,16,0,1,8,0,1,8,0,1,8,0,1,16, ,1,8,0,1,8,0,1,8,0,1,8,0,1,4,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2, ,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,8,167,368,51,46,44,41,95,87,52,47,42,39,1,1,0,0,0,0,0,0,0,0,0,0,95,87,0,1.097560976
50,KERN REGIONAL LAW ENFORCEMENT TRAINING ACADEMY,CA,3,4, ,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,0,2,1,0,0,3,920,1, ,3,2,-8,-8, ,1,1,3,60,3,0,40,40,20,20,1,1,0,0,67,121,5,1,1,1,1,1,Isntructors must be AICC certified to instruct in the academy,1,1,1,1,2,-8,-8,-8,-8,-8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,450000,0,650000,0,42,30,8,6,50,36,18,13,3,3,29,20,0,0,0,0,0,0,0,0,0,0,50,36,0,4,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,11,2,1,1,1,1,1,2,1,2,2,1,1,2,1,40,0,1,4,0,1,40,0,1,16,0,1,12,0,1,16,0,1,12,0,1,16,0,2,-8,-8,1,60,0,1,12, ,1,4,0,1,100,0,1,98,0,1,8,1,1,4,0,1,4,0,1,16,0,2,-8,-8,1,18,0,1,16,0,1,4,0,1,70,0,2,-8,-8,2,-8,-8,2,-8,-8,1,8,0,1,91,0,1,8,0,2,-8,-8,1,12,0,1,4,0,1,6,0,1,10,0,1,16,0,1,8,0,1,16,0,1,7,0,1,16,0,1,6,0,1,16, ,1,12,0,1,2,0,1,6,0,1,6,0,1,16,0,1,8,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2, ,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,3,56,210,42,30,8,6,50,36,18,13,3,3,29,20,0,0,0,0,0,0,0,0,0,0,50,36,0,1.119402985
282,OAKLAND COMMUNITY COLLEGE,MI,7,7, ,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0,10,2,0,1,13,709,1, ,2,2,-8,-8, ,2,-8,0,0,0,0,0,140,0,10,0,0,0,2,0,152,6,1,2,2,1,1,"Area specific certifications (i.e. defensive tactics, EVO, Firearms)",2,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,375000,1,200000,0,86,83,15,15,101,98,89,86,6,6,4,4,0,0,2,2,0,0,0,0,0,0,101,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,1,1,1,1,2,2,1,1,1,1,3,1,24,0,2,-8,-8,1,32,0,1,24,0,2,-8,-8,1,8,0,1,14,0,1,17,0,2,-8,-8,1,16,0,1,19, ,1,14,0,1,80,0,1,92,0,1,6,0,1,2,0,1,6,0,1,10,0,2,-8,-8,1,8,0,1,8,0,1,2,0,1,4,0,2,-8,-8,2,-8,-8,1,10,0,1,4,0,1,8,0,1,4,0,1,3,0,2,-8,-8,1,3,0,1,2,0,1,12,0,1,26,0,2,-8,-8,1,10,0,2,-8,-8,1,2,1,2,-8,-8,1,4, ,2,-8,-8,1,8,0,1,3,0,1,8,0,1,5,0,1,2,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2, ,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2, , ,1,1,0,0, , , , , , ,1,7,316,186,86,83,15,15,101,98,89,86,6,6,4,4,0,0,2,2,0,0,0,0,0,0,101,98,0,1.116161616
518,GREENE COUNTY CAREER CENTER,OH,8,8, ,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,0,15,12,0,0,27,850,1, ,2,2,-8,-8, ,1,1,1,50,0,0,0,50,0,4,1,0,0,0,2,104,4,5,1,1,1,1,"Firearms, Driving, Radar etc.",1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,250000,0,3000,0,48,46,6,6,54,52,40,40,12,12,0,0,0,0,0,0,0,0,3,3,0,0,55,55,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,1,2,2,1,2,2,1,1,4,1,8,0,1,6,1,1,16,0,1,20,0,1,8,0,1,8,0,1,8,0,1,12,0,1,40,0,1,8,0,1,24, ,1,16,0,1,60,0,1,60,0,1,20,0,1,40,0,1,20,0,1,40,0,1,30,0,1,12,0,1,24,0,1,16,0,1,80,0,1,40,0,2,-8,-8,1,40,0,1,40,0,1,80,0,1,120,0,1,30,0,1,12,0,1,12,0,1,4,0,1,16,0,1,40,0,1,6,0,1,30,0,1,4,0,1,16,0,1,8,0,1,24, ,1,4,0,1,16,0,1,4,0,1,8,0,1,12,0,1,8,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,8,570, ,48,46,6,6,54,52,40,40,12,12,0,0,0,0,0,0,0,0,3,3,0,0,55,55,0,1.097560976
500,CENTRAL OHIO TECHNICAL COLLEGE,OH,8,7, ,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,0,2,6,788,1, ,2,2,-8,-8, ,2,-8,1,0,0,0,0,22,1,0,0,0,0,0,2,22,1,10,1,2,1,1,Instructors are required to possess a instructional skills class (80 hours),1,1,1,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,58000,0,50000,0,34,30,3,2,37,32,34,31,1,1,0,0,0,0,0,0,0,0,2,0,0,0,37,32,0, , , , , , , , ,1, ,2, , , ,1,1, , , , , , ,4,1,1,2,2,2,2,2,2,2,2,2,2,4,1,8,0,2,-8,-8,1,16,0,1,32,0,1,4,0,1,6,0,1,25,0,1,69,0,1,40,0,1,12,0,1,32, ,1,20,0,1,70,0,1,118,0,1,20,0,1,110,0,1,6,0,1,10,0,2,-8,-8,1,12,0,1,16,0,1,12,0,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,6,0,1,88,0,1,5,0,1,16,0,1,8,0,1,8,0,1,2,0,1,12,0,1,40,0,2,-8,-8,1,22,0,1,4,0,1,2,0,1,16,0,1,20, ,1,1,0,1,12,0,1,4,0,1,4,0,1,4,0,1,3,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2, ,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,8,553,121,34,30,3,2,37,32,34,31,1,1,0,0,0,0,0,0,0,0,2,0,0,0,37,32,0,1.097560976
28,NORTHERN ARIZONA REGIONAL TRAINING ACADEMY,AZ,7,7, ,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,7,3,0,0,10,20,2, ,1,2,-8,-8, ,1,1,0,0,4,40,0,0,0,0,1,0,0,0,5,40,6,0,2,2,2,2, ,2,1,1,1,2,-8,-8,-8,-8,-8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,313000,1,50000,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0, , , , , , ,0,10,33,174, , , , , , , , , , , , , , , , , , , , , , , , , ,0
